# Using Bulk W data set with air above and below
# Thickness of W layer is 10 nm (0.01 microns)
# Incident Angle is 45 deg
# Wavelengths span the entire data set of W date: 400 nm - 6000 nm

# Angle (deg)   Wavelength (nm)  Reflectance  Transmission
  45.0000000000 2352.1200000000  0.0843056899 0.5098713063
  45.0000000000 2348.9000000000  0.0843875297 0.5096818382
  45.0000000000 2345.6800000000  0.0844696315 0.5094918825
  45.0000000000 2342.4800000000  0.0845514841 0.5093026222
  45.0000000000 2339.2800000000  0.0846335977 0.5091128774
  45.0000000000 2336.0900000000  0.0847157155 0.5089232418
  45.0000000000 2332.9100000000  0.0847978363 0.5087337184
  45.0000000000 2329.7400000000  0.0848799585 0.5085443103
  45.0000000000 2326.5800000000  0.0849620808 0.5083550206
  45.0000000000 2323.4200000000  0.0850444630 0.5081652510
  45.0000000000 2320.2800000000  0.0851265821 0.5079762056
  45.0000000000 2317.1400000000  0.0852089600 0.5077866835
  45.0000000000 2314.0100000000  0.0852913339 0.5075972890
  45.0000000000 2310.8900000000  0.0853737025 0.5074080253
  45.0000000000 2307.7800000000  0.0854560644 0.5072188955
  45.0000000000 2304.6800000000  0.0855384181 0.5070299027
  45.0000000000 2301.5800000000  0.0856210291 0.5068404380
  45.0000000000 2298.5000000000  0.0857033630 0.5066517269
  45.0000000000 2295.4200000000  0.0857859529 0.5064625472
  45.0000000000 2292.3500000000  0.0858685306 0.5062735139
  45.0000000000 2289.2900000000  0.0859510944 0.5060846301
  45.0000000000 2286.2300000000  0.0860339141 0.5058952794
  45.0000000000 2283.1900000000  0.0861164467 0.5057067026
  45.0000000000 2280.1500000000  0.0861992340 0.5055176621
  45.0000000000 2277.1200000000  0.0862820031 0.5053287809
  45.0000000000 2274.1000000000  0.0863647527 0.5051400622
  45.0000000000 2271.0800000000  0.0864477566 0.5049508822
  45.0000000000 2268.0800000000  0.0865304634 0.5047624970
  45.0000000000 2265.0800000000  0.0866134231 0.5045736540
  45.0000000000 2262.0900000000  0.0866963589 0.5043849837
  45.0000000000 2259.1100000000  0.0867792692 0.5041964890
  45.0000000000 2256.1400000000  0.0868621526 0.5040081726
  45.0000000000 2253.1700000000  0.0869452877 0.5038194013
  45.0000000000 2250.2100000000  0.0870283946 0.5036308110
  45.0000000000 2247.2600000000  0.0871114715 0.5034424047
  45.0000000000 2244.3200000000  0.0871945171 0.5032541854
  45.0000000000 2241.3800000000  0.0872778133 0.5030655138
  45.0000000000 2238.4600000000  0.0873607921 0.5028776782
  45.0000000000 2235.5400000000  0.0874440200 0.5026893964
  45.0000000000 2232.6200000000  0.0875274981 0.5025006685
  45.0000000000 2229.7200000000  0.0876106529 0.5023127918
  45.0000000000 2226.8200000000  0.0876940563 0.5021244751
  45.0000000000 2223.9300000000  0.0877774204 0.5019363701
  45.0000000000 2221.0500000000  0.0878607435 0.5017484789
  45.0000000000 2218.1800000000  0.0879440242 0.5015608001
  45.0000000000 2215.3100000000  0.0880275525 0.5013726762
  45.0000000000 2212.4500000000  0.0881110372 0.5011847589
  45.0000000000 2209.6000000000  0.0881944767 0.5009970471
  45.0000000000 2206.7500000000  0.0882781638 0.5008088784
  45.0000000000 2203.9100000000  0.0883618044 0.5006209099
  45.0000000000 2201.0800000000  0.0884453969 0.5004331494
  45.0000000000 2198.2600000000  0.0885289390 0.5002456165
  45.0000000000 2195.4400000000  0.0886127260 0.5000576643
  45.0000000000 2192.6300000000  0.0886964601 0.4998699770
  45.0000000000 2189.8300000000  0.0887801389 0.4996825742
  45.0000000000 2187.0400000000  0.0888637604 0.4994954755
  45.0000000000 2184.2500000000  0.0889476234 0.4993080271
  45.0000000000 2181.4700000000  0.0890314274 0.4991208926
  45.0000000000 2178.7000000000  0.0891151723 0.4989340195
  45.0000000000 2175.9300000000  0.0891991620 0.4987466744
  45.0000000000 2173.1700000000  0.0892830945 0.4985594754
  45.0000000000 2170.4200000000  0.0893669699 0.4983723678
  45.0000000000 2167.6800000000  0.0894507879 0.4981852983
  45.0000000000 2164.9400000000  0.0895348557 0.4979975280
  45.0000000000 2162.2100000000  0.0896188660 0.4978097351
  45.0000000000 2159.4800000000  0.0897031211 0.4976214061
  45.0000000000 2156.7600000000  0.0897873056 0.4974334457
  45.0000000000 2154.0500000000  0.0898714118 0.4972460676
  45.0000000000 2151.3500000000  0.0899554323 0.4970594813
  45.0000000000 2148.6500000000  0.0900396725 0.4968732032
  45.0000000000 2145.9600000000  0.0901238145 0.4966881279
  45.0000000000 2143.2800000000  0.0902078532 0.4965044126
  45.0000000000 2140.6000000000  0.0902921130 0.4963209887
  45.0000000000 2137.9300000000  0.0903762999 0.4961377910
  45.0000000000 2135.2700000000  0.0904604323 0.4959540750
  45.0000000000 2132.6100000000  0.0905448451 0.4957684088
  45.0000000000 2129.9600000000  0.0906292389 0.4955807582
  45.0000000000 2127.3200000000  0.0907136293 0.4953904161
  45.0000000000 2124.6800000000  0.0907983532 0.4951959471
  45.0000000000 2122.0500000000  0.0908830862 0.4949981810
  45.0000000000 2119.4200000000  0.0909680890 0.4947986903
  45.0000000000 2116.8100000000  0.0910526430 0.4946016641
  45.0000000000 2114.2000000000  0.0911373253 0.4944082209
  45.0000000000 2111.5900000000  0.0912220685 0.4942209979
  45.0000000000 2108.9900000000  0.0913064845 0.4940433017
  45.0000000000 2106.4000000000  0.0913905188 0.4938776383
  45.0000000000 2103.8100000000  0.0914744555 0.4937258077
  45.0000000000 2101.2300000000  0.0915579649 0.4935879495
  45.0000000000 2098.6600000000  0.0916410629 0.4934603843
  45.0000000000 2096.1000000000  0.0917237524 0.4933393372
  45.0000000000 2093.5300000000  0.0918066620 0.4932201735
  45.0000000000 2090.9800000000  0.0918887844 0.4931006066
  45.0000000000 2088.4300000000  0.0919707038 0.4929760496
  45.0000000000 2085.8900000000  0.0920520199 0.4928433736
  45.0000000000 2083.3600000000  0.0921326757 0.4926992591
  45.0000000000 2080.8300000000  0.0922133260 0.4925423058
  45.0000000000 2078.3000000000  0.0922945864 0.4923733229
  45.0000000000 2075.7900000000  0.0923764336 0.4921946272
  45.0000000000 2073.2700000000  0.0924604745 0.4920049936
  45.0000000000 2070.7700000000  0.0925463309 0.4918075779
  45.0000000000 2068.2700000000  0.0926352942 0.4916017468
  45.0000000000 2065.7800000000  0.0927276203 0.4913892022
  45.0000000000 2063.2900000000  0.0928238726 0.4911707701
  45.0000000000 2060.8100000000  0.0929193833 0.4909576585
  45.0000000000 2058.3300000000  0.0930075458 0.4907645525
  45.0000000000 2055.8600000000  0.0930810498 0.4906076443
  45.0000000000 2053.4000000000  0.0931331202 0.4905019010
  45.0000000000 2050.9400000000  0.0931571633 0.4904619466
  45.0000000000 2048.4900000000  0.0931463669 0.4905028196
  45.0000000000 2046.0500000000  0.0930943430 0.4906387096
  45.0000000000 2043.6100000000  0.0929949276 0.4908834999
  45.0000000000 2041.1700000000  0.0928515312 0.4912295935
  45.0000000000 2038.7500000000  0.0926771216 0.4916476967
  45.0000000000 2036.3200000000  0.0924812491 0.4921166610
  45.0000000000 2033.9100000000  0.0922778046 0.4926047840
  45.0000000000 2031.5000000000  0.0920764859 0.4930902362
  45.0000000000 2029.0900000000  0.0918885216 0.4935473651
  45.0000000000 2026.6900000000  0.0917257438 0.4939488695
  45.0000000000 2024.3000000000  0.0915988072 0.4942701275
  45.0000000000 2021.9100000000  0.0915134462 0.4944970552
  45.0000000000 2019.5300000000  0.0914685962 0.4946295144
  45.0000000000 2017.1500000000  0.0914619198 0.4946704882
  45.0000000000 2014.7800000000  0.0914913381 0.4946222370
  45.0000000000 2012.4100000000  0.0915548970 0.4944870068
  45.0000000000 2010.0500000000  0.0916502893 0.4942678249
  45.0000000000 2007.7000000000  0.0917753160 0.4939676879
  45.0000000000 2005.3500000000  0.0919285475 0.4935877969
  45.0000000000 2003.0100000000  0.0921073322 0.4931332272
  45.0000000000 2000.6700000000  0.0923099420 0.4926116108
  45.0000000000 1998.3300000000  0.0925338385 0.4920344085
  45.0000000000 1996.0100000000  0.0927743085 0.4914185395
  45.0000000000 1993.6900000000  0.0930306410 0.4907704264
  45.0000000000 1991.3700000000  0.0933002613 0.4901011733
  45.0000000000 1989.0600000000  0.0935793343 0.4894247833
  45.0000000000 1986.7500000000  0.0938663979 0.4887493047
  45.0000000000 1984.4500000000  0.0941575614 0.4880884453
  45.0000000000 1982.1600000000  0.0944488312 0.4874530717
  45.0000000000 1979.8700000000  0.0947348263 0.4868519579
  45.0000000000 1977.5800000000  0.0950085500 0.4862968818
  45.0000000000 1975.3000000000  0.0952618961 0.4858016616
  45.0000000000 1973.0300000000  0.0954881496 0.4853771158
  45.0000000000 1970.7600000000  0.0956814885 0.4850324536
  45.0000000000 1968.5000000000  0.0958343000 0.4847801137
  45.0000000000 1966.2400000000  0.0959405245 0.4846298180
  45.0000000000 1963.9800000000  0.0959934107 0.4845924960
  45.0000000000 1961.7400000000  0.0959942728 0.4846622483
  45.0000000000 1959.4900000000  0.0959534148 0.4848168003
  45.0000000000 1957.2600000000  0.0958819746 0.4850303870
  45.0000000000 1955.0200000000  0.0957895714 0.4852822135
  45.0000000000 1952.8000000000  0.0956878131 0.4855456771
  45.0000000000 1950.5700000000  0.0955856633 0.4858011251
  45.0000000000 1948.3600000000  0.0954946170 0.4860223400
  45.0000000000 1946.1400000000  0.0954235271 0.4861895718
  45.0000000000 1943.9400000000  0.0953829221 0.4862790024
  45.0000000000 1941.7300000000  0.0953738680 0.4862891089
  45.0000000000 1939.5400000000  0.0953898723 0.4862365164
  45.0000000000 1937.3400000000  0.0954241733 0.4861381639
  45.0000000000 1935.1600000000  0.0954694614 0.4860127006
  45.0000000000 1932.9700000000  0.0955195283 0.4858756593
  45.0000000000 1930.8000000000  0.0955669873 0.4857458115
  45.0000000000 1928.6200000000  0.0956058005 0.4856382018
  45.0000000000 1926.4600000000  0.0956288721 0.4855707926
  45.0000000000 1924.2900000000  0.0956300574 0.4855588877
  45.0000000000 1922.1300000000  0.0956079575 0.4856065582
  45.0000000000 1919.9800000000  0.0955695537 0.4856974555
  45.0000000000 1917.8300000000  0.0955221294 0.4858145124
  45.0000000000 1915.6900000000  0.0954732563 0.4859399434
  45.0000000000 1913.5500000000  0.0954299894 0.4860572293
  45.0000000000 1911.4200000000  0.0953997022 0.4861489574
  45.0000000000 1909.2900000000  0.0953893592 0.4861988309
  45.0000000000 1907.1600000000  0.0954061648 0.4861899324
  45.0000000000 1905.0400000000  0.0954570173 0.4861059163
  45.0000000000 1902.9300000000  0.0955460306 0.4859368100
  45.0000000000 1900.8200000000  0.0956672686 0.4856950887
  45.0000000000 1898.7100000000  0.0958117993 0.4853997142
  45.0000000000 1896.6100000000  0.0959698815 0.4850712925
  45.0000000000 1894.5100000000  0.0961332676 0.4847272731
  45.0000000000 1892.4200000000  0.0962922895 0.4843879900
  45.0000000000 1890.3300000000  0.0964388727 0.4840703162
  45.0000000000 1888.2500000000  0.0965635963 0.4837939543
  45.0000000000 1886.1700000000  0.0966584085 0.4835755704
  45.0000000000 1884.1000000000  0.0967146012 0.4834333855
  45.0000000000 1882.0300000000  0.0967327067 0.4833667371
  45.0000000000 1879.9700000000  0.0967228321 0.4833559857
  45.0000000000 1877.9100000000  0.0966956138 0.4833801567
  45.0000000000 1875.8500000000  0.0966615335 0.4834187263
  45.0000000000 1873.8000000000  0.0966312057 0.4834510159
  45.0000000000 1871.7500000000  0.0966148232 0.4834568773
  45.0000000000 1869.7100000000  0.0966226375 0.4834162977
  45.0000000000 1867.6700000000  0.0966647684 0.4833092921
  45.0000000000 1865.6400000000  0.0967509524 0.4831169422
  45.0000000000 1863.6100000000  0.0968902625 0.4828215573
  45.0000000000 1861.5900000000  0.0970771323 0.4824348206
  45.0000000000 1859.5700000000  0.0972994057 0.4819813143
  45.0000000000 1857.5500000000  0.0975442023 0.4814870586
  45.0000000000 1855.5400000000  0.0977973011 0.4809805850
  45.0000000000 1853.5300000000  0.0980470104 0.4804851469
  45.0000000000 1851.5300000000  0.0982792780 0.4800285031
  45.0000000000 1849.5300000000  0.0984825164 0.4796333641
  45.0000000000 1847.5400000000  0.0986431214 0.4793262500
  45.0000000000 1845.5500000000  0.0987494090 0.4791299064
  45.0000000000 1843.5700000000  0.0987901090 0.4790661412
  45.0000000000 1841.5800000000  0.0987693722 0.4791263949
  45.0000000000 1839.6100000000  0.0986998894 0.4792847657
  45.0000000000 1837.6300000000  0.0985930617 0.4795185941
  45.0000000000 1835.6700000000  0.0984626906 0.4797998287
  45.0000000000 1833.7000000000  0.0983189142 0.4801083142
  45.0000000000 1831.7400000000  0.0981750375 0.4804169584
  45.0000000000 1829.7900000000  0.0980427750 0.4807019703
  45.0000000000 1827.8400000000  0.0979329968 0.4809412734
  45.0000000000 1825.8900000000  0.0978573234 0.4811111271
  45.0000000000 1823.9500000000  0.0978268830 0.4811887026
  45.0000000000 1822.0100000000  0.0978419615 0.4811733584
  45.0000000000 1820.0700000000  0.0978941887 0.4810819804
  45.0000000000 1818.1400000000  0.0979743889 0.4809330600
  45.0000000000 1816.2100000000  0.0980741549 0.4807436736
  45.0000000000 1814.2900000000  0.0981842814 0.4805323461
  45.0000000000 1812.3700000000  0.0982967213 0.4803153310
  45.0000000000 1810.4600000000  0.0984023940 0.4801108016
  45.0000000000 1808.5500000000  0.0984934248 0.4799345393
  45.0000000000 1806.6400000000  0.0985613206 0.4798034774
  45.0000000000 1804.7400000000  0.0985974795 0.4797347342
  45.0000000000 1802.8400000000  0.0985978230 0.4797363933
  45.0000000000 1800.9500000000  0.0985684568 0.4797960536
  45.0000000000 1799.0600000000  0.0985169790 0.4798983626
  45.0000000000 1797.1700000000  0.0984509129 0.4800281088
  45.0000000000 1795.2900000000  0.0983781855 0.4801692874
  45.0000000000 1793.4100000000  0.0983059020 0.4803074777
  45.0000000000 1791.5300000000  0.0982414905 0.4804275903
  45.0000000000 1789.6600000000  0.0981925932 0.4805141485
  45.0000000000 1787.8000000000  0.0981662347 0.4805528767
  45.0000000000 1785.9300000000  0.0981694404 0.4805293104
  45.0000000000 1784.0700000000  0.0982091535 0.4804295477
  45.0000000000 1782.2200000000  0.0982848074 0.4802552820
  45.0000000000 1780.3700000000  0.0983896454 0.4800211144
  45.0000000000 1778.5200000000  0.0985164931 0.4797426101
  45.0000000000 1776.6800000000  0.0986573618 0.4794370621
  45.0000000000 1774.8400000000  0.0988057774 0.4791184115
  45.0000000000 1773.0000000000  0.0989546024 0.4788020050
  45.0000000000 1771.1700000000  0.0990959261 0.4785047428
  45.0000000000 1769.3400000000  0.0992234786 0.4782399951
  45.0000000000 1767.5100000000  0.0993301479 0.4780228842
  45.0000000000 1765.6900000000  0.0994084576 0.4778691996
  45.0000000000 1763.8800000000  0.0994525218 0.4777913363
  45.0000000000 1762.0600000000  0.0994653980 0.4777823775
  45.0000000000 1760.2500000000  0.0994560249 0.4778221713
  45.0000000000 1758.4500000000  0.0994339044 0.4778895666
  45.0000000000 1756.6400000000  0.0994079792 0.4779648441
  45.0000000000 1754.8500000000  0.0993877533 0.4780265317
  45.0000000000 1753.0500000000  0.0993819280 0.4780555009
  45.0000000000 1751.2600000000  0.0993995893 0.4780313053
  45.0000000000 1749.4700000000  0.0994496621 0.4779341551
  45.0000000000 1747.6900000000  0.0995405457 0.4777453367
  45.0000000000 1745.9100000000  0.0996813618 0.4774448063
  45.0000000000 1744.1300000000  0.0998806783 0.4770138623
  45.0000000000 1742.3600000000  0.1001349481 0.4764609728
  45.0000000000 1740.5900000000  0.1004324202 0.4758130949
  45.0000000000 1738.8200000000  0.1007598471 0.4751003041
  45.0000000000 1737.0600000000  0.1011019338 0.4743569022
  45.0000000000 1735.3000000000  0.1014472607 0.4736084829
  45.0000000000 1733.5500000000  0.1017806818 0.4728884312
  45.0000000000 1731.7900000000  0.1020926819 0.4722177061
  45.0000000000 1730.0500000000  0.1023649705 0.4716359014
  45.0000000000 1728.3000000000  0.1025892774 0.4711609627
  45.0000000000 1726.5600000000  0.1027498418 0.4708267461
  45.0000000000 1724.8200000000  0.1028349515 0.4706585570
  45.0000000000 1723.0900000000  0.1028377314 0.4706711526
  45.0000000000 1721.3600000000  0.1027695126 0.4708401029
  45.0000000000 1719.6300000000  0.1026441796 0.4711355248
  45.0000000000 1717.9100000000  0.1024767348 0.4715250200
  45.0000000000 1716.1900000000  0.1022803144 0.4719804850
  45.0000000000 1714.4700000000  0.1020686297 0.4724723247
  45.0000000000 1712.7600000000  0.1018565991 0.4729679415
  45.0000000000 1711.0500000000  0.1016564707 0.4734407461
  45.0000000000 1709.3400000000  0.1014816795 0.4738612183
  45.0000000000 1707.6400000000  0.1013463144 0.4741980230
  45.0000000000 1705.9400000000  0.1012624765 0.4744245654
  45.0000000000 1704.2400000000  0.1012430281 0.4745123768
  45.0000000000 1702.5500000000  0.1012889658 0.4744583550
  45.0000000000 1700.8600000000  0.1013884602 0.4742876679
  45.0000000000 1699.1700000000  0.1015292858 0.4740261447
  45.0000000000 1697.4900000000  0.1016981195 0.4737017477
  45.0000000000 1695.8100000000  0.1018835990 0.4733386351
  45.0000000000 1694.1300000000  0.1020735821 0.4729622811
  45.0000000000 1692.4600000000  0.1022548281 0.4726002413
  45.0000000000 1690.7900000000  0.1024164228 0.4722753103
  45.0000000000 1689.1200000000  0.1025462722 0.4720125155
  45.0000000000 1687.4600000000  0.1026318841 0.4718376510
  45.0000000000 1685.8000000000  0.1026622086 0.4717735863
  45.0000000000 1684.1400000000  0.1026258499 0.4718439612
  45.0000000000 1682.4900000000  0.1025235570 0.4720477015
  45.0000000000 1680.8400000000  0.1023659270 0.4723635919
  45.0000000000 1679.1900000000  0.1021640169 0.4727695461
  45.0000000000 1677.5500000000  0.1019304010 0.4732403923
  45.0000000000 1675.9100000000  0.1016748458 0.4737565256
  45.0000000000 1674.2700000000  0.1014082036 0.4742960362
  45.0000000000 1672.6400000000  0.1011429102 0.4748336516
  45.0000000000 1671.0100000000  0.1008879683 0.4753508930
  45.0000000000 1669.3800000000  0.1006539607 0.4758259371
  45.0000000000 1667.7600000000  0.1004525772 0.4762345866
  45.0000000000 1666.1300000000  0.1002918371 0.4765600055
  45.0000000000 1664.5200000000  0.1001845533 0.4767756320
  45.0000000000 1662.9000000000  0.1001326990 0.4768771364
  45.0000000000 1661.2900000000  0.1001314793 0.4768745285
  45.0000000000 1659.6800000000  0.1001740691 0.4767820308
  45.0000000000 1658.0700000000  0.1002541429 0.4766129467
  45.0000000000 1656.4700000000  0.1003646004 0.4763822300
  45.0000000000 1654.8700000000  0.1004996113 0.4761021759
  45.0000000000 1653.2800000000  0.1006519378 0.4757879854
  45.0000000000 1651.6800000000  0.1008172705 0.4754487858
  45.0000000000 1650.0900000000  0.1009873429 0.4751017910
  45.0000000000 1648.5100000000  0.1011559087 0.4747599727
  45.0000000000 1646.9200000000  0.1013189086 0.4744318432
  45.0000000000 1645.3400000000  0.1014681233 0.4741342631
  45.0000000000 1643.7600000000  0.1015990471 0.4738765085
  45.0000000000 1642.1900000000  0.1017101508 0.4736613848
  45.0000000000 1640.6200000000  0.1018036209 0.4734841404
  45.0000000000 1639.0500000000  0.1018807728 0.4733417697
  45.0000000000 1637.4800000000  0.1019429292 0.4732312691
  45.0000000000 1635.9200000000  0.1019911510 0.4731500709
